Groupe 1 : Bâtiments et Infrastructures Sportives;;;;;
Code;Désignation/Caractéristiques;Conditionnement;Minimum;Moyen;Maximum
03.1.1.9.2.0.010;Peinture decorative;m²;16 000;16 595;17 500
03.1.1.9.2.0.011;Revetement mural en panneau aluminium;m²;45 000;47 415;52 000
03.1.1.9.2.0.012;Vernis sur faux plafond meublé;m²;3 750;4 040;4 400
03.1.1.9.2.0.013;Vernis sur  briquette de parement;m²;3 750;4 040;4 400
03.1.2;REFECTION  BATIMENT;;;;
03.1.2.1;DEMOLITION ET DEPOSE;;;;
03.1.2.1.0.0.001;Décapage du carrelage;m²;2 150;2 290;2 500
03.1.2.1.0.0.002;Décapage du complexe d'étancheité multicouche;m²;1 500;1 630;1 750
03.1.2.1.0.0.003;Décapage du relevé d'étancheité au paxalumin;m²;1 500;1 630;1 750
03.1.2.1.0.0.004;Décapage de l'aire de dallage en béton;m²;5 500;5 630;5 750
03.1.2.1.0.0.005;Décapage de l'aire de dallage en béton armé;m²;6 500;6 630;6 750
03.1.2.1.0.0.006;Décapage de l'enduit;m²;2 150;2 330;2 500
03.1.2.1.0.0.008;Démolition d'ouvrage en béton;m²;5 500;5 630;5 750
03.1.2.1.0.0.009;Démolition d'ouvrage  en béton armé;m²;6 500;6 630;6 750
03.1.2.1.0.0.010;Dépose de brasseur d'air plafonnier;Unité;1 250;1 370;1 500
03.1.2.1.0.0.011;Dépose de climatiseur split system;Unité;6 750;6 880;7 000
03.1.2.1.0.0.012;Dépose de reglette;Unité;1 250;1 370;1 500
03.1.2.1.0.0.013;Dépose de moquette;m²;1 100;1 200;1 250
03.1.2.1.0.0.014;Dépose de porte alu vitrée;Unité;2 500;2 750;3 000
03.1.2.1.0.0.015;Dépose de porte isoplane;Unité;2 500;2 750;3 000
03.1.2.1.0.0.016;Dépose de fenetre metallique;Unité;2 500;2 750;3 000
03.1.2.1.0.0.017;Dépose de porte metallique;Unité;2 500;2 750;3 000
03.1.2.1.0.0.018;Dépose de porte metallique vitrée;Unité;2 500;2 750;3 000
03.1.2.1.0.0.019;Dépose de serrures pour portes de placard;Unité;250;275;300
03.1.2.1.0.0.020;Dépose de serrures pour portes isoplanes ou métalliques;Unité;2 500;2 730;3 000
03.1.2.1.0.0.021;Dépose de faux plafond  y compris solivage;Unité;2 500;2 730;3 000
03.1.2.1.0.0.022;Dépose Baignoire;unité;10 000;11 000;12 000
03.1.2.1.0.0.023;Dépose Bidet;Unité;1 250;1 370;1 500
03.1.2.1.0.0.024;Dépose cabine de douche;Unité;1 250;1 370;1 500
03.1.2.1.0.0.025;Dépose Colonne de douche;Unité;1 250;1 370;1 500
03.1.2.1.0.0.026;Dépose Colonne de douche double;Unité;1 250;1 370;1 500
03.1.2.1.0.0.027;Dépose d'évier un bac en acier ionxydable;Unité;2 250;2 370;2 500
03.1.2.1.0.0.028;Dépose d'évier un bac en porcelaine;Unité;3 250;3 370;3 500
03.1.2.1.0.0.029;Dépose d'évier double bac pour cuisine en acier ionxydable avec accessoires;Unité;4 250;4 370;4 500
03.1.2.1.0.0.030;Dépose d'évier double bac pour cuisine en porcelaine avec accessoires;Unité;5 250;5 370;5 500
03.1.2.1.0.0.031;Dépose de glace de lavabo;Unité;1 150;1 200;1 250
03.1.2.1.0.0.032;Dépose de gouttière en PVC;Unité;1 250;1 370;1 500
03.1.2.1.0.0.033;Dépose de jacuzzi;Unité;17 500;19 000;20 000
03.1.2.1.0.0.035;Dépose de lavabo complet;Unité;2 250;2 370;2 500
03.1.2.1.0.0.036;Dépose de lavabo complet sur console;Unité;7 250;7 370;7 500
03.1.2.1.0.0.037;Dépose de lavabo meuble complet;Unité;7 250;7 370;7 500
03.1.2.1.0.0.038;Dépose de lave-main double bac;Unité;2 250;2 370;2 500
03.1.2.1.0.0.039;Dépose de robinet mitigeur;Unité;1 250;1 370;1 500
03.1.2.1.0.0.040;Dépose de robinet mélageur;Unité;1 250;1 370;1 500
03.1.2.1.0.0.041;Dépose de porte papier hygiénique;Unité;250;275;300
03.1.2.1.0.0.042;Dépose de porte savon;Unité;250;275;300
03.1.2.1.0.0.043;Dépose de porte serviette;Unité;250;275;300
03.1.2.1.0.0.044;Dépose de receveur de douche;Unité;2 250;2 370;2 500
03.1.2.1.0.0.045;Dépose de siphon de sol;Unité;250;275;300
03.1.2.1.0.0.046;Dépose de tuyauterie d'évacuation et d'alimentation;ml;250;275;300
03.1.2.1.0.0.047;Dépose d'urinoir;Unité;2 250;2 370;2 500
03.1.2.1.0.0.048;Dépose de vidoirs;Unité;2 250;2 370;2 500
03.1.2.1.0.0.049;Dépose de WC à la turc;Unité;2 250;2 370;2 500
03.1.2.1.0.0.050;Dépose de WC à l'anglaise chasse basse poussoir double;Unité;2 250;2 370;2 500
03.1.2.1.0.0.051;Dépose de WC à l'anglaise chasse basse poussoir simple;Unité;2 250;2 370;2 500
03.1.2.1.0.0.052;Dépose de WC à l'anglaise chasse basse tirette;Unité;2 250;2 370;2 500
03.1.2.2;PEINTURE;;;;
03.1.2.2.0.0.001;Grattage et nettoyage de vernis sous faux plafond meuble;m²;850;910;1 000
03.1.2.2.0.0.002;Grattage et nettoyage de peinture glycérophtalique sur menuiserie métallique et bois;m²;850;910;1 000
03.1.2.2.0.0.003;Grattage et nettoyage de peinture plastique de finition à grain fin ou gros grin sur murs;m²;850;910;1 000
03.1.2.2.0.0.004;Grattage et nettoyage de peinture vinylique sous faux plafond;m²;850;910;1 000
03.1.2.2.0.0.005;Grattage et nettoyage de peinture vinylique sur murs;m²;850;910;1 000
03.1.2.2.0.0.006;Grattage et nettoyage d'enduit tyrolien;m²;850;910;1 000
03.1.3;TRAVAUX D'AMENAGEMENT ET ESPACE VERT;;;;
03.1.3.0.0.0.002;Fourniture et pose Bordures prefabriquées type T2;ml;13 500;14 160;15 000
03.1.3.0.0.0.003;Fourniture et pose Bordures de luxe prefabriquées 12x20x50 cm;ml;13 500;14 160;15 000
03.1.3.0.0.0.004;Fourniture et pose Pavés ordinaire d'epaisseur 6cm;m²;8 500;9 100;10 000
03.1.3.0.0.0.005;Fourniture et pose Pavés ordinaire d'epaisseur 8cm;m²;9 000;9 600;10 500
03.1.3.0.0.0.006;Fourniture et pose Pavés ordinaire d'epaisseur 10cm;m²;11 000;11 600;12 500
03.1.3.0.0.0.007;Fourniture et pose Pavés ordinaire d'epaisseur 12cm;m²;12 000;12 600;13 500
03.1.3.0.0.0.008;Fourniture et pose Pavés de luxe d'epaisseur 6cm;m²;10 000;10 600;11 500
03.1.3.0.0.0.009;Fourniture et pose Pavés de luxe d'epaisseur 8cm;m²;11 000;11 600;12 500
03.1.3.0.0.0.010;Fourniture et pose Pavés de luxe d'epaisseur 10cm;m²;12 750;13 350;14 250
03.1.3.0.0.0.011;Fourniture et pose Pavés de luxe d'epaisseur 12cm;m²;14 000;14 600;15 500
03.1.3.0.0.0.012;Fourniture et pose Granite concassé (5 à 10 mm);m³;13 000;14 100;15 000
03.1.3.0.0.0.013;Fourniture et pose Granite concassé (10 à 30 mm);m³;13 000;14 100;15 000
03.1.3.0.0.0.014;Fourniture et pose Terre végétale;m³;2 500;2 750;3 000
03.1.3.0.0.0.015;Fourniture et pose Gazon naturel;m²;4 250;4 600;5 000
03.1.3.0.0.0.016;Fourniture et pose Gazon synthétique;m²;22 500;23 700;25 000
03.1.3.0.0.0.017;Fourniture et pose Plante ornementale;Unité;13 200;14 140;15 000
03.1.3.0.0.0.018;Fourniture et pose de lampe fluorescent d'éclairage de jardin de 1m de hauteur;Unité;22 000;22 800;25 000
03.1.3.0.0.0.019;Fourniture et pose de lampe LED de 3w d'éclairage de jardin de 1m de hauteur;Unité;22 000;22 800;25 000
03.1.3.0.0.0.020;Fourniture et pose de lampe LED de 6w d'éclairage de jardin de 1m de hauteur;Unité;22 000;22 800;25 000
03.1.3.0.0.0.021;Installation de système d'arrosage manuel pour jardin;m²;42 500;45 500;50 000
03.1.3.0.0.0.022;Installation de système d'arrosage automatique pour jardin;m²;57 500;60 500;65 000
03.1.4;TRAVAUX SPECIFIQUES AUX INFRASTRUCTURES SPORTIVES;;;;
03.1.4.1;TERRASSEMENT;;;;
03.1.4.1.0.0.002;Traitement des joints en mastic ASPHAX coulé à chaud y compris toutes autres sujétions;ml;15 000;16 250;17 500
03.1.4.2;MARQUAGES;;;;
03.1.4.2.0.0.001;Marquage des aires de jeux (tracées règlementaires) par pulvérisation de peinture(acrylique) sans air à haute pression de GRACO (utilisation d'un traceur de terrain sans air (y compris toutes les sujétions));Forfait;1 000 000;1 093 750;1 200 000
03.1.4.3;FOOTBALL;;;;
03.1.4.3.0.0.001;Fourniture et pose de poteaux de buts professionnels, y compris toutes les sujétions;Unité;600 000;650 000;700 000
03.1.4.3.0.0.002;Fourniture et pose d'une paire complète de filet professionnel, y compris toutes les sujétions;Ensemble;85 000;91 875;100 000
03.1.4.3.0.0.003;Fourniture et pose d'abris-bancs-de-touche professionnels avec ossature en alluminium, couverture en plexiglass et banquette de 10 places assises, y compris toutes les sujétions;Unité;2 000 000;2 050 000;2 150 000
03.1.4.3.0.0.004;Fourniture d'une machine à brosser de type à tambour propulseur, modèle à brosse-gazon synthétique, de puissance 3 KW, performance 4 500m²/heure (Dimensions : L = 1 800mm / l = 1 500mm / h=1000 mm), y compris toutes les sujétions;Unité;3 275 000;3 375 000;3 500 000
03.1.4.3.0.0.005;Fourniture et pose de tapis de gazon synthétique de type football( XM7), y compris tracé au sol des limites de terrain en gazon synthétique de couleur blanche, tapis de mousse anti choc, géotextile de réparation, lit de sable+ granulés de caoutchouc antidérapant, joint de tapis et toute autre sujétion;m²;22 500;23 750;25 000
03.1.4.4.0.0.001;Fourniture et pose de poteaux de buts professionnels de handball, y compris toutes les sujétions;Forfait;500 000;550 000;600 000
03.1.4.5;BASKETBALL;;;;
03.1.4.5.0.0.001;Fourniture et pose de panneaux professionnels fixes  de basketball  y compris toutes les sujétions;Forfait;1 300 000;1 412 500;1 500 000
03.1.4.5.0.0.002;Fourniture et pose d'une paire complète de filets professionnels de basketball , y compris toutes les sujétions;Unité;175 000;183 750;200 000
03.1.4.6;VOLLEYBALL;;;;
03.1.4.6.0.0.001;Fourniture et pose d'une chaise professionnelle d'arbitre de volley ball , y compris toutes les sujétions;Ensemble;750 000;773 750;800 000
03.1.4.6.0.0.002;Fourniture et pose d'une paire complète de filet professionnel de volley ball, y compris toutes les sujétions;Unité;400 000;437 500;475 000
03.1.4.6.0.0.003;Fourniture et pose d'une paire de poteaux professionnels de volley ball, y compris toutes les sujétions;Ensemble;375 000;387 500;400 000
